PassengerId,Survived,Pclass,Sex,Age,Fare,Embarked,label,cabin_type,status,is_alone,is_4_members,is_3or2_members,age*class,quad_fare
50,0,0.24236252545824846,1,1,2,S,none,n,Mrs,0,0,1,0.24236252545824846,316.84000000000003
51,0,0.24236252545824846,0,0,3,S,none,n,Master,0,0,0,0.0,1575.09765625
52,0,0.24236252545824846,0,1,0,S,A/5,n,Mr,1,0,0,0.24236252545824846,60.839999999999996
53,1,0.6296296296296297,1,3,3,C,rare,D,Mrs,0,0,1,1.8888888888888888,5887.3701326400005
54,1,0.47282608695652173,1,1,2,S,none,n,Mrs,0,0,1,0.47282608695652173,676.0
55,0,0.6296296296296297,0,4,3,C,none,B,Mr,0,0,1,2.5185185185185186,3841.4212326399997
56,1,0.6296296296296297,0,2,3,S,none,C,Mr,1,0,0,1.2592592592592593,1260.25
57,1,0.47282608695652173,1,1,1,S,CA,n,Miss,1,0,0,0.47282608695652173,110.25
58,0,0.24236252545824846,0,1,0,C,none,n,Mr,1,0,0,0.24236252545824846,52.26133263999999
59,1,0.47282608695652173,1,0,2,S,CA,n,Miss,0,1,0,0.0,770.0625
60,0,0.24236252545824846,0,0,3,S,CA,n,Master,0,0,0,0.0,2199.6099999999997
61,0,0.24236252545824846,0,1,0,C,none,n,Mr,1,0,0,0.24236252545824846,52.26133263999999
62,1,0.6296296296296297,1,2,3,S,none,B,Miss,1,0,0,1.2592592592592593,6400.0
63,0,0.6296296296296297,0,2,3,S,none,C,Mr,0,0,1,1.2592592592592593,6968.0756249999995
64,0,0.24236252545824846,0,0,2,S,none,n,Master,0,0,0,0.0,778.41
65,0,0.6296296296296297,0,2,2,C,rare,n,Mr,1,0,0,1.2592592592592593,768.44275264
66,1,0.24236252545824846,0,1,2,C,none,n,Master,0,0,1,0.24236252545824846,232.43441763999996
67,1,0.47282608695652173,1,1,1,S,CA,F,Mrs,1,0,0,0.47282608695652173,110.25
68,0,0.24236252545824846,0,1,1,S,rare,n,Mr,1,0,0,0.24236252545824846,66.55785889
69,1,0.24236252545824846,1,1,1,S,none,n,Miss,0,0,0,0.24236252545824846,62.805625
70,0,0.24236252545824846,0,1,1,S,none,n,Mr,0,0,1,0.24236252545824846,75.03890625
71,0,0.47282608695652173,0,1,1,S,CA,n,Mr,1,0,0,0.47282608695652173,110.25
72,0,0.24236252545824846,1,0,3,S,CA,n,Miss,0,0,0,0.0,2199.6099999999997
73,0,0.47282608695652173,0,1,3,S,rare,n,Mr,1,0,0,0.47282608695652173,5402.25
74,0,0.24236252545824846,0,1,2,C,none,n,Mr,0,0,1,0.24236252545824846,208.92389764
75,1,0.24236252545824846,0,1,3,S,none,n,Mr,1,0,0,0.24236252545824846,3191.7754176400003
76,0,0.24236252545824846,0,1,0,S,none,F,Mr,1,0,0,0.24236252545824846,58.52250000000001
77,0,0.24236252545824846,0,1,0,S,none,n,Mr,1,0,0,0.24236252545824846,62.34365764
78,0,0.24236252545824846,0,1,1,S,none,n,Mr,1,0,0,0.24236252545824846,64.80250000000001
79,1,0.47282608695652173,0,0,2,S,none,n,Master,0,0,1,0.0,841.0
80,1,0.24236252545824846,1,1,1,S,none,n,Miss,1,0,0,0.24236252545824846,155.62562499999999
81,0,0.24236252545824846,0,1,1,S,none,n,Mr,1,0,0,0.24236252545824846,81.0
82,1,0.24236252545824846,0,1,1,S,none,n,Mr,1,0,0,0.24236252545824846,90.25
83,1,0.24236252545824846,1,1,0,Q,none,n,Miss,1,0,0,0.24236252545824846,60.64515624999999
84,0,0.6296296296296297,0,1,3,S,none,n,Mr,1,0,0,0.6296296296296297,2218.4100000000003
85,1,0.47282608695652173,1,1,1,S,rare,n,Miss,1,0,0,0.47282608695652173,110.25
86,1,0.24236252545824846,1,2,2,S,none,n,Mrs,0,1,0,0.4847250509164969,251.2225
87,0,0.24236252545824846,0,0,3,S,W/C,n,Mr,0,0,0,0.0,1181.640625
88,0,0.24236252545824846,0,1,1,S,SOTON,n,Mr,1,0,0,0.24236252545824846,64.80250000000001
89,1,0.6296296296296297,1,1,3,S,none,C,Miss,0,0,0,0.6296296296296297,69169.0
90,0,0.24236252545824846,0,1,1,S,none,n,Mr,1,0,0,0.24236252545824846,64.80250000000001
91,0,0.24236252545824846,0,1,1,S,none,n,Mr,1,0,0,0.24236252545824846,64.80250000000001
92,0,0.24236252545824846,0,1,0,S,none,n,Mr,1,0,0,0.24236252545824846,61.688457639999996
93,0,0.6296296296296297,0,2,3,S,rare,E,Mr,0,0,1,1.2592592592592593,3742.380625
94,0,0.24236252545824846,0,1,2,S,CA,n,Mr,0,1,0,0.24236252545824846,423.330625
95,0,0.24236252545824846,0,3,0,S,none,n,Mr,1,0,0,0.7270875763747454,52.5625
96,0,0.24236252545824846,0,1,1,S,none,n,Mr,1,0,0,0.24236252545824846,64.80250000000001
97,0,0.6296296296296297,0,4,3,C,rare,A,Mr,1,0,0,2.5185185185185186,1200.9135776400003
98,1,0.6296296296296297,0,1,3,C,rare,D,Mr,0,0,1,0.6296296296296297,4014.27417889
99,1,0.47282608695652173,1,2,2,S,none,n,Mrs,0,0,1,0.9456521739130435,529.0
100,0,0.47282608695652173,0,2,2,S,none,n,Mr,0,0,1,0.9456521739130435,676.0
101,0,0.24236252545824846,1,1,0,S,none,n,Miss,1,0,0,0.24236252545824846,62.34365764
102,0,0.24236252545824846,0,1,0,S,none,n,Mr,1,0,0,0.24236252545824846,62.34365764
103,0,0.6296296296296297,0,1,3,S,none,D,Mr,0,0,1,0.6296296296296297,5973.357656249999
104,0,0.24236252545824846,0,2,1,S,none,n,Mr,1,0,0,0.4847250509164969,74.89517763999999
105,0,0.24236252545824846,0,2,1,S,none,n,Mr,0,0,1,0.4847250509164969,62.805625
106,0,0.24236252545824846,0,1,0,S,none,n,Mr,1,0,0,0.24236252545824846,62.34365764
107,1,0.24236252545824846,1,1,0,S,none,n,Miss,1,0,0,0.24236252545824846,58.52250000000001
108,1,0.24236252545824846,0,1,0,S,none,n,Mr,1,0,0,0.24236252545824846,60.450625
109,0,0.24236252545824846,0,2,0,S,none,n,Mr,1,0,0,0.4847250509164969,62.34365764
110,1,0.24236252545824846,1,1,2,Q,none,n,Miss,0,0,1,0.24236252545824846,583.2225
111,0,0.6296296296296297,0,2,3,S,none,C,Mr,1,0,0,1.2592592592592593,2704.0
112,0,0.24236252545824846,1,0,2,C,none,n,Miss,0,0,1,0.0,208.92389764
113,0,0.24236252545824846,0,1,1,S,none,n,Mr,1,0,0,0.24236252545824846,64.80250000000001
114,0,0.24236252545824846,1,1,1,S,none,n,Miss,0,0,1,0.24236252545824846,96.53062499999999
115,0,0.24236252545824846,1,1,2,C,none,n,Miss,1,0,0,0.24236252545824846,209.04243888999997
116,0,0.24236252545824846,0,1,1,S,SOTON,n,Mr,1,0,0,0.24236252545824846,62.805625
117,0,0.24236252545824846,0,4,0,Q,none,n,Mr,1,0,0,0.9694501018329938,60.0625
118,0,0.47282608695652173,0,1,2,S,none,n,Mr,0,0,1,0.47282608695652173,441.0
119,0,0.6296296296296297,0,1,3,C,rare,B,Mr,0,0,1,0.6296296296296297,61266.54643264
120,0,0.24236252545824846,1,0,3,S,none,n,Miss,0,0,0,0.0,978.1256249999999
121,0,0.47282608695652173,0,1,3,S,rare,n,Mr,0,0,1,0.47282608695652173,5402.25
122,0,0.24236252545824846,0,1,1,S,A/5,n,Mr,1,0,0,0.24236252545824846,64.80250000000001
123,0,0.47282608695652173,0,2,2,C,none,n,Mr,0,0,1,0.9456521739130435,904.25301264
124,1,0.47282608695652173,1,2,1,S,none,E,Miss,1,0,0,0.9456521739130435,169.0
125,0,0.6296296296296297,0,3,3,S,none,D,Mr,0,0,1,1.8888888888888888,5973.357656249999
126,1,0.24236252545824846,0,0,1,C,none,n,Master,0,0,1,0.0,126.37581888999999
127,0,0.24236252545824846,0,1,0,Q,none,n,Mr,1,0,0,0.24236252545824846,60.0625
128,1,0.24236252545824846,0,1,0,S,rare,n,Mr,1,0,0,0.24236252545824846,51.00387889
129,1,0.24236252545824846,1,1,2,C,none,F,Miss,0,0,1,0.24236252545824846,499.89357889
130,0,0.24236252545824846,0,2,0,S,none,n,Mr,1,0,0,0.4847250509164969,48.650625
131,0,0.24236252545824846,0,2,0,C,none,n,Mr,1,0,0,0.4847250509164969,62.34365764
132,0,0.24236252545824846,0,1,0,S,SOTON,n,Mr,1,0,0,0.24236252545824846,49.7025
133,0,0.24236252545824846,1,2,2,S,A/5,n,Mrs,0,0,1,0.4847250509164969,210.25
134,1,0.47282608695652173,1,1,2,S,none,n,Mrs,0,0,1,0.47282608695652173,676.0
135,0,0.47282608695652173,0,1,1,S,CA,n,Mr,1,0,0,0.47282608695652173,169.0
136,0,0.47282608695652173,0,1,2,C,SC/PARIS,n,Mr,1,0,0,0.47282608695652173,226.37609763999998
137,1,0.6296296296296297,1,1,2,S,none,D,Miss,0,0,1,0.6296296296296297,690.81185889
138,0,0.6296296296296297,0,2,3,S,none,C,Mr,0,0,1,1.2592592592592593,2819.61
139,0,0.24236252545824846,0,0,1,S,none,n,Mr,1,0,0,0.0,84.94755889
140,0,0.6296296296296297,0,1,3,C,rare,B,Mr,1,0,0,0.6296296296296297,6272.64
141,0,0.24236252545824846,1,1,2,C,none,n,Mrs,0,0,1,0.24236252545824846,232.43441763999996
142,1,0.24236252545824846,1,1,0,S,none,n,Miss,1,0,0,0.24236252545824846,60.0625
143,1,0.24236252545824846,1,1,2,S,SOTON,n,Mrs,0,0,1,0.24236252545824846,251.2225
144,0,0.24236252545824846,0,1,0,Q,none,n,Mr,1,0,0,0.24236252545824846,45.5625
145,0,0.47282608695652173,0,1,1,S,none,n,Mr,1,0,0,0.47282608695652173,132.25
146,0,0.47282608695652173,0,1,3,S,CA,n,Mr,0,0,1,0.47282608695652173,1350.5625
147,1,0.24236252545824846,0,1,0,S,none,n,Mr,1,0,0,0.24236252545824846,60.77449764
148,0,0.24236252545824846,1,0,3,S,W/C,n,Miss,0,0,0,0.0,1181.640625
149,0,0.47282608695652173,0,2,2,S,none,F,Mr,0,0,1,0.9456521739130435,676.0
150,0,0.47282608695652173,0,2,1,S,none,n,Mr,1,0,0,0.9456521739130435,169.0
151,0,0.47282608695652173,0,3,1,S,rare,n,Mr,1,0,0,1.4184782608695652,156.875625
152,1,0.6296296296296297,1,1,3,S,none,C,Mrs,0,0,1,0.6296296296296297,4435.5599999999995
153,0,0.24236252545824846,0,3,1,S,A/5,n,Mr,1,0,0,0.7270875763747454,64.80250000000001
154,0,0.24236252545824846,0,2,2,S,A/5,n,Mr,0,0,1,0.4847250509164969,210.25
155,0,0.24236252545824846,0,1,0,S,rare,n,Mr,1,0,0,0.24236252545824846,53.47265625
156,0,0.6296296296296297,0,3,3,C,rare,n,Mr,0,0,1,1.8888888888888888,3767.4061926399995
157,1,0.24236252545824846,1,0,0,Q,none,n,Miss,1,0,0,0.0,59.803928889999995
158,0,0.24236252545824846,0,1,1,S,SOTON,n,Mr,1,0,0,0.24236252545824846,64.80250000000001
159,0,0.24236252545824846,0,1,1,S,none,n,Mr,1,0,0,0.24236252545824846,75.03890625
160,0,0.24236252545824846,0,1,3,S,CA,n,Master,0,0,0,0.24236252545824846,4837.202499999999
161,0,0.24236252545824846,0,2,2,S,none,n,Mr,0,0,1,0.4847250509164969,259.21000000000004
162,1,0.47282608695652173,1,2,2,S,CA,n,Mrs,1,0,0,0.9456521739130435,248.0625
163,0,0.24236252545824846,0,1,0,S,none,n,Mr,1,0,0,0.24236252545824846,60.450625
164,0,0.24236252545824846,0,1,1,S,none,n,Mr,1,0,0,0.24236252545824846,75.03890625
165,0,0.24236252545824846,0,0,3,S,none,n,Master,0,0,0,0.0,1575.09765625
166,1,0.24236252545824846,0,0,2,S,none,n,Master,0,0,1,0.0,421.27562499999993
167,1,0.6296296296296297,1,2,3,S,none,E,Mrs,0,0,1,1.2592592592592593,3025.0
168,0,0.24236252545824846,1,2,2,S,none,n,Mrs,0,0,0,0.4847250509164969,778.41
169,0,0.6296296296296297,0,2,2,S,rare,n,Mr,1,0,0,1.2592592592592593,672.105625
170,0,0.24236252545824846,0,1,3,S,none,n,Mr,1,0,0,0.24236252545824846,3191.7754176400003
171,0,0.6296296296296297,0,3,3,S,none,B,Mr,1,0,0,1.8888888888888888,1122.25
172,0,0.24236252545824846,0,0,2,Q,none,n,Master,0,0,0,0.0,848.265625
173,1,0.24236252545824846,1,0,1,S,none,n,Miss,0,0,1,0.0,123.95036889000001
174,0,0.24236252545824846,0,1,1,S,SOTON,n,Mr,1,0,0,0.24236252545824846,62.805625
175,0,0.6296296296296297,0,3,2,C,none,A,Mr,1,0,0,1.8888888888888888,942.2321376399999
176,0,0.24236252545824846,0,1,0,S,none,n,Mr,0,0,1,0.24236252545824846,61.688457639999996
177,0,0.24236252545824846,0,1,2,S,none,n,Master,0,0,0,0.24236252545824846,648.5528088899999
178,0,0.6296296296296297,1,3,2,C,rare,C,Miss,1,0,0,1.8888888888888888,824.40765625
179,0,0.47282608695652173,0,1,1,S,none,n,Mr,1,0,0,0.47282608695652173,169.0
180,0,0.24236252545824846,0,2,0,S,none,n,Mr,1,0,0,0.4847250509164969,0.0
181,0,0.24236252545824846,1,1,3,S,CA,n,Miss,0,0,0,0.24236252545824846,4837.202499999999
182,0,0.47282608695652173,0,1,2,C,SC/PARIS,n,Mr,1,0,0,0.47282608695652173,226.50250000000003
183,0,0.24236252545824846,0,0,3,S,none,n,Master,0,0,0,0.0,985.17515625
184,1,0.47282608695652173,0,0,3,S,none,F,Master,0,1,0,0.0,1521.0
185,1,0.24236252545824846,1,0,2,S,none,n,Miss,0,0,1,0.0,485.1006249999999
186,0,0.6296296296296297,0,2,3,S,none,A,Mr,1,0,0,1.2592592592592593,2500.0
187,1,0.24236252545824846,1,1,2,Q,none,n,Mrs,0,0,1,0.24236252545824846,240.25
188,1,0.6296296296296297,0,2,2,S,none,n,Mr,1,0,0,1.2592592592592593,704.9025
189,0,0.24236252545824846,0,2,2,Q,none,n,Mr,0,0,1,0.4847250509164969,240.25
190,0,0.24236252545824846,0,2,0,S,none,n,Mr,1,0,0,0.4847250509164969,62.34365764
191,1,0.47282608695652173,1,1,1,S,none,n,Mrs,1,0,0,0.47282608695652173,169.0
192,0,0.47282608695652173,0,1,1,S,none,n,Mr,1,0,0,0.47282608695652173,169.0
193,1,0.24236252545824846,1,1,0,S,none,n,Miss,0,0,1,0.24236252545824846,61.688457639999996
194,1,0.47282608695652173,0,0,2,S,none,F,Master,0,0,1,0.0,676.0
195,1,0.6296296296296297,1,2,2,C,rare,B,Mrs,1,0,0,1.2592592592592593,768.44275264
196,1,0.6296296296296297,1,3,3,C,rare,B,Miss,1,0,0,1.8888888888888888,21468.344832640003
197,0,0.24236252545824846,0,1,0,Q,none,n,Mr,1,0,0,0.24236252545824846,60.0625
198,0,0.24236252545824846,0,2,1,S,none,n,Mr,0,0,1,0.4847250509164969,70.63057763999998
199,1,0.24236252545824846,1,1,0,Q,none,n,Miss,1,0,0,0.24236252545824846,60.0625
200,0,0.47282608695652173,1,1,1,S,none,n,Miss,1,0,0,0.47282608695652173,169.0
201,0,0.24236252545824846,0,1,1,S,none,n,Mr,1,0,0,0.24236252545824846,90.25
202,0,0.24236252545824846,0,1,3,S,CA,n,Mr,0,0,0,0.24236252545824846,4837.202499999999
203,0,0.24236252545824846,0,2,0,S,none,n,Mr,1,0,0,0.4847250509164969,42.19541764
204,0,0.24236252545824846,0,2,0,C,none,n,Mr,1,0,0,0.4847250509164969,52.200624999999995
205,1,0.24236252545824846,0,1,1,S,A/5,n,Mr,1,0,0,0.24236252545824846,64.80250000000001
206,0,0.24236252545824846,1,0,1,S,none,G,Miss,0,0,1,0.0,109.46390625000001
207,0,0.24236252545824846,0,1,2,S,none,n,Mr,0,0,1,0.24236252545824846,251.2225
208,1,0.24236252545824846,0,1,2,C,none,n,Mr,1,0,0,0.24236252545824846,352.97015625000006
209,1,0.24236252545824846,1,0,0,Q,none,n,Miss,1,0,0,0.0,60.0625
210,1,0.6296296296296297,0,2,2,C,none,A,Mr,1,0,0,1.2592592592592593,961.0
211,0,0.24236252545824846,0,1,0,S,SOTON,n,Mr,1,0,0,0.24236252545824846,49.7025
212,1,0.47282608695652173,1,2,2,S,rare,n,Miss,1,0,0,0.9456521739130435,441.0
213,0,0.24236252545824846,0,1,0,S,A/5,n,Mr,1,0,0,0.24236252545824846,52.5625
214,0,0.47282608695652173,0,1,1,S,none,n,Mr,1,0,0,0.47282608695652173,169.0
215,0,0.24236252545824846,0,1,0,Q,none,n,Mr,0,0,1,0.24236252545824846,60.0625
216,1,0.6296296296296297,1,1,3,C,none,D,Miss,0,0,1,0.6296296296296297,12831.225625000001
217,1,0.24236252545824846,1,1,1,S,SOTON,n,Miss,1,0,0,0.24236252545824846,62.805625
218,0,0.47282608695652173,0,2,2,S,none,n,Mr,0,0,1,0.9456521739130435,729.0
219,1,0.6296296296296297,1,1,3,C,none,D,Miss,1,0,0,0.6296296296296297,5820.423488890001
220,0,0.47282608695652173,0,1,1,S,W/C,n,Mr,1,0,0,0.47282608695652173,110.25
221,1,0.24236252545824846,0,0,1,S,SOTON,n,Mr,1,0,0,0.0,64.80250000000001
222,0,0.47282608695652173,0,1,1,S,none,n,Mr,1,0,0,0.47282608695652173,169.0
223,0,0.24236252545824846,0,3,1,S,none,n,Mr,1,0,0,0.7270875763747454,64.80250000000001
224,0,0.24236252545824846,0,1,0,S,none,n,Mr,1,0,0,0.24236252545824846,62.34365764
225,1,0.6296296296296297,0,2,3,S,none,C,Mr,0,0,1,1.2592592592592593,8100.0
226,0,0.24236252545824846,0,1,1,S,rare,n,Mr,1,0,0,0.24236252545824846,87.4225
227,1,0.47282608695652173,0,1,1,S,rare,n,Mr,1,0,0,0.47282608695652173,110.25
228,0,0.24236252545824846,0,1,0,S,A/5,n,Mr,1,0,0,0.24236252545824846,52.5625
229,0,0.47282608695652173,0,1,1,S,none,n,Mr,1,0,0,0.47282608695652173,169.0
230,0,0.24236252545824846,1,1,2,S,none,n,Miss,0,0,0,0.24236252545824846,648.5528088899999
231,1,0.6296296296296297,1,2,3,S,none,C,Mrs,0,0,1,1.2592592592592593,6968.0756249999995
232,0,0.24236252545824846,0,1,0,S,none,n,Mr,1,0,0,0.24236252545824846,60.450625
233,0,0.47282608695652173,0,3,1,S,none,n,Mr,1,0,0,1.4184782608695652,182.25
234,1,0.24236252545824846,1,0,3,S,none,n,Miss,0,0,0,0.0,985.17515625
235,0,0.47282608695652173,0,1,1,S,CA,n,Mr,1,0,0,0.47282608695652173,110.25
236,0,0.24236252545824846,1,1,0,S,W/C,n,Miss,1,0,0,0.24236252545824846,57.0025
237,0,0.47282608695652173,0,2,2,S,none,n,Mr,0,0,1,0.9456521739130435,676.0
238,1,0.47282608695652173,1,0,2,S,CA,n,Miss,0,0,1,0.0,689.0625
239,0,0.47282608695652173,0,1,1,S,none,n,Mr,1,0,0,0.47282608695652173,110.25
240,0,0.47282608695652173,0,2,1,S,rare,n,Mr,1,0,0,0.9456521739130435,150.675625
241,0,0.24236252545824846,1,1,2,C,none,n,Miss,0,0,1,0.24236252545824846,208.92389764
242,1,0.24236252545824846,1,1,2,Q,none,n,Miss,0,0,1,0.24236252545824846,240.25
243,0,0.47282608695652173,0,1,1,S,W/C,n,Mr,1,0,0,0.47282608695652173,110.25
244,0,0.24236252545824846,0,1,0,S,SOTON,n,Mr,1,0,0,0.24236252545824846,50.765625
245,0,0.24236252545824846,0,1,0,C,none,n,Mr,1,0,0,0.24236252545824846,52.200624999999995
246,0,0.6296296296296297,0,2,3,Q,none,C,Mr,0,0,1,1.2592592592592593,8100.0
247,0,0.24236252545824846,1,1,0,S,none,n,Miss,1,0,0,0.24236252545824846,60.450625
248,1,0.47282608695652173,1,1,2,S,none,n,Mrs,0,0,1,0.47282608695652173,210.25
249,1,0.6296296296296297,0,2,3,S,none,D,Mr,0,0,1,1.2592592592592593,2761.94393764
250,0,0.47282608695652173,0,3,2,S,none,n,Mr,0,0,1,1.4184782608695652,676.0
251,0,0.24236252545824846,0,1,0,S,none,n,Mr,1,0,0,0.24236252545824846,52.5625
252,0,0.24236252545824846,1,1,1,S,none,G,Mrs,0,0,1,0.24236252545824846,109.46390625000001
253,0,0.6296296296296297,0,3,2,S,none,C,Mr,1,0,0,1.8888888888888888,704.9025
254,0,0.24236252545824846,0,1,2,S,A/5,n,Mr,0,0,1,0.24236252545824846,259.21000000000004
255,0,0.24236252545824846,1,2,2,S,none,n,Mrs,0,0,1,0.4847250509164969,408.54515624999993
256,1,0.24236252545824846,1,1,2,C,none,n,Mrs,0,0,1,0.24236252545824846,232.43441763999996
257,1,0.6296296296296297,1,2,3,C,rare,n,Mrs,1,0,0,1.2592592592592593,6272.64
258,1,0.6296296296296297,1,1,3,S,none,B,Miss,1,0,0,0.6296296296296297,7482.25
259,1,0.6296296296296297,1,2,3,C,rare,n,Miss,1,0,0,1.2592592592592593,262481.20917264
260,1,0.47282608695652173,1,3,2,S,none,n,Mrs,0,0,1,1.4184782608695652,676.0
261,0,0.24236252545824846,0,1,0,Q,none,n,Mr,1,0,0,0.24236252545824846,60.0625
262,1,0.24236252545824846,0,0,3,S,none,n,Master,0,0,0,0.0,985.17515625
263,0,0.6296296296296297,0,3,3,S,none,E,Mr,0,0,1,1.8888888888888888,6344.122500000001
264,0,0.6296296296296297,0,2,0,S,none,B,Mr,1,0,0,1.2592592592592593,0.0
265,0,0.24236252545824846,1,1,0,Q,none,n,Miss,1,0,0,0.24236252545824846,60.0625
266,0,0.47282608695652173,0,2,1,S,CA,n,Mr,1,0,0,0.9456521739130435,110.25
267,0,0.24236252545824846,0,0,3,S,none,n,Mr,0,0,0,0.0,1575.09765625
268,1,0.24236252545824846,0,1,0,S,none,n,Mr,0,0,1,0.24236252545824846,60.450625
269,1,0.6296296296296297,1,3,3,S,rare,C,Mrs,0,0,1,1.8888888888888888,23550.73890625
270,1,0.6296296296296297,1,2,3,S,rare,C,Miss,1,0,0,1.2592592592592593,18396.392068889996
271,0,0.6296296296296297,0,2,2,S,none,n,Mr,1,0,0,1.2592592592592593,961.0
272,1,0.24236252545824846,0,1,0,S,none,n,Mr,1,0,0,0.24236252545824846,0.0
273,1,0.47282608695652173,1,2,2,S,none,n,Mrs,0,0,1,0.9456521739130435,380.25
274,0,0.6296296296296297,0,2,2,C,rare,C,Mr,0,0,1,1.2592592592592593,882.0899999999999
275,1,0.24236252545824846,1,1,0,Q,none,n,Miss,1,0,0,0.24236252545824846,60.0625
276,1,0.6296296296296297,1,3,3,S,none,D,Miss,0,0,1,1.8888888888888888,6077.496538889999
277,0,0.24236252545824846,1,2,0,S,none,n,Miss,1,0,0,0.4847250509164969,60.0625
